cat,label,review
衣服,1,宝贝非常好哦，物流快快哒，给男朋友买的非常喜欢呢，质量也是棒棒哒，真的是很开心的一次购物呢，喜欢的朋友快点下单哦！
洗发水,1,快递出奇的快！快递小哥特意提醒我保存好发票，所以应该是正品！满意的一次购物。
蒙牛,1,#蒙牛酸酸乳新人盛典#嗓子哑了…各种激动…各种满足…
酒店,0,"酒店服务人员态度不是很好,卫生一般,也因为价格不贵,所以如果下次有机会可能还会入住."
水果,0,太小了，外面这个也只需要*一斤。关键这上面还等这么久，吃起来不怎么好吃。京东自营和快递越来越不行了。
水果,0,少给了3个，商家还不承认非说是快递的责任，京东客服介入才给解决，大家一定注意一下
酒店,1,"价钱不便宜啊,不过确实很值得.房间香香的,对得起5星的价格.其余不多说了,哈哈"
酒店,0,感觉这家酒店服务不好：1 我预订住了一天，第二天12：00之前退房，当我11点多出去吃饭，11：30回来时，可是进不了门了，明明还有半小时到时间却给我锁门了，真让人恼火！前台解释说是我房卡和手机放一起消磁了，明明我的手机在裤子口袋，房卡在上衣，前台还找这样的理由为自己开脱，真的很过分！2 我住的是一间豪华大床间，但是第二天早上很早对面就开始装修干嘛的，乱哄哄的，吵得我休息不好，既然知道第二天有装修，为什么前一天给我安排靠的这么近的房间？莫名其妙。3 说是三星级，可是感觉档次还是差的远，卫生间太简陋，毛巾浴巾都很陈旧，马桶基本上很难下水，睡衣很脏都不敢穿，而且还没有免费的刮胡刀。电视机一开始都打不开，让服务员弄了半天才好。我经常出差，住的宾馆很多，第一次碰到这样档次的酒店。我想以后再去呼市，不会再考虑住这一家了！
蒙牛,1,蒙牛真果粒、美丽有新意。
平板,1,没有保护膜，郁闷了，本来以为都会贴一张的，翻遍整个盒子里也没有，也不说明一下，心塞
平板,1,总得来说还是不错，快递次日一早就到了。机器显示是今年4月份出厂的。好评！
衣服,0,垃圾不用多说。。。
平板,1,不错，非常好用！流畅，不卡。
酒店,1,"很有温馨感,价格也不错.行政房的服务好,酒店管理有水准."
洗发水,1,还没用呢，不过买回来一大桶真的很划算，比超市便宜一点
水果,1,快递很快。口感不错，爽脆清甜，夏日小零食。减肥作用。祝生意兴隆。
平板,0,不送，你就别写上去啊。写上去了，又不认账，极度失望。感觉有点欺诈！！！
水果,1,果大小不一，小的只有140克，果型歪七竖八不圆，大多果不够70，感觉是挑剩的，买了四盒没有一盒如介绍。合算4.5元一斤在市场买也不至于买到这等苹果有图有真相，不知道申请退货能退否
洗发水,1,收到货后非常之好，我用之后再评价。大品牌。
水果,0,就连超市都比它便宜一半，重点还不是这个，小得有点可怜，京东真的不行了吗？为什么一次比一次的购物差？！很不好吃，体验太差了
衣服,1,衣服穿着还可以，就是快递有点慢。
水果,1,看上去还不错不知道味道怎么样等吃了再说
衣服,0,衣服质量好，加绒的穿起来很暖和，完全符合我的要求，，太给力了
手机,1,作为第一部真正意义上的电视手机，NECN940的设计是成功的，其真正的电视功能让我们看到了未来手机娱乐的又一方向。同时，NEC手机向来出色的屏幕显示效果也得到了很好的延续。
衣服,0,好假，买回来没穿，洗了一次起毛绒不说，它还会变长的，服
平板,0,以前对华为的产品质量很信赖。通过这次购买的华为荣耀平板2，我热血的心一下凉了。先是卡槽的问题，再是屏幕分辨率问题，客服只会解释，不会解决问题。客户花钱想买一个省心，客服只会让你浪费时间和路费，让你去网点检测，然后再给你一大堆的解释。
水果,0,甜还可以 就是太太太不新鲜了 也不脆 勉强勉强还行 有点小
衣服,0,拍的宝贝是XL的，结果给我发成L的，结果还让我自己出邮费换，再三跟客服强调要2XL的，客服也答应给我发2XL，结果还是发错了，就是这样不用心的对待客户订单么，太差劲了
洗发水,0,洗完头发第二天开始发痒，很多头皮屑！应该不是正品！
洗发水,0,假货，用了好几次之后才来评价，头皮屑多而且头皮非常痒，什么京东自营超市，完全扯蛋！
水果,0,狗屎的原产地，骗人。果的个小的不能再小，还有烂的。真让人感到失望
酒店,0,唉，怎么说呢，这是我住过的最差的的四星的酒店，还是贵宾楼，晕！硬件设施估计只有二星的标准。性价比太低！
蒙牛,0,太不靠谱了，被黑的总是蒙牛，肯定伊利干的~
平板,1,华为是我信任的品牌，已有两部华为手机了，这次购买了华为小平板，全家福了。试了一下，速度快，画面清晰，看微信方便多了。很喜欢！
洗发水,1,用过几次才来评价所以比较晚。因为以前没有用过沙宣的所以不知道真假，因为在京东买的还是比较相信的。洗过觉得还是不错的，护发素用过头发挺顺滑的，婆婆也说好用。
水果,1,非常好吃，个头不大，但是甜，催。我对象说很好吃。推荐！！！！
衣服,1,质量不错，商标齐全还有执行标准，可以放心购买不用担心质量问题。
蒙牛,0,"你还给父母买蒙牛？不孝啊 没错,现在还喝蒙牛的人不值得同情 还敢喝蒙牛？！是你自己的错"
洗发水,0,被别人开过的，二手东啊！
衣服,1,裤子质量不错，不大不小刚刚好，穿着很舒服
酒店,0,"这个酒店，隔音太差，都是用木板隔的。有纯净饮用水口，但是坏了,也不配给免费矿泉水。房间设置也是不好的。我的同事房间淋浴口竟然不出水。奉劝大家不要去住。"
书籍,0,"2月21日订的货,到现在还没到,怎么这么慢呀!"
酒店,1,房间空间小显得压抑，设施简单没有起码的消费品种，装修年份较久卫生条件一般。
蒙牛,1,蒙牛新产品还不错噢
书籍,1,很好看的一本书，我好喜欢小林宗作先生。电车教室，大树做的门，奇怪的上课方式，海的味道和山的味道，这就是巴学园。这本书让人情不自禁的发出笑声，但又让人阵阵的伤感，很感动。令我印象最深的是校长先生，他竟然能耐心的听完小豆豆4小时的话语，看到小豆豆那样做，只说一句：“弄完以后，要把这些放回去呀！”遗憾的是校长小林宗作先生已逝，我好喜欢小林宗作先生！好喜欢巴学园！
水果,0,没见过这幺小的火龙果，看来真的不能在这买水果，绝对的大失所望，
洗发水,1,应该不会吧，以前用过，没感觉有
衣服,0,一点都不靠谱，太差。
衣服,0,垃圾洗几次就根抹布似的
洗发水,0,假货 味道刺鼻 洗完后头发粘粘糊糊的 用了这么久沙宣 第一次闻到这种味道 像海飞丝？
酒店,0,房间内连洗发液及电吹风都没有！
酒店,0,因为来不及上网查，只好电话定，结果携程拼命向我推荐。结果：标准大床房奇小，只有12平米，我住的530窗外就是一个平台，安全性非常不好；毛巾非常旧，又黑又硬，是我见过最差的；早餐还好，品种还有几个；大堂还行，总台的服务还有4星。
书籍,1,去年孩子刚上学，当时小学里安排了教育专家给家长上课，讲怎么培训好孩子。其中老师提到一条，注意培养孩子的观察能力，也提出一些相关的小游戏。之后，发现这类大搜寻的书对培养孩子的观察能力非常有利，而且书内的图文精美，孩子也非常喜欢。这套书每本书都有一个主题，在培养孩子观察力的同时还能增长相关的见闻和知识。大力推荐一下！
水果,0,个头特别小，今天吃一个，里面果肉都快烂了
计算机,1,好本！比移动硬盘3.5的略大，比标准的笔记本小多了。介于二者间，却优于二者！！ 权威的管理员回答咨询错误百出，咨询6回还是误导我多购一条内存！好在，京东好！！无条件退货！！热爱京东！抨击不负责任的解答~~哈哈，感谢京东！丰富了我的生活！！
酒店,1,好。。。房间的梳子非常好，现在家里一直用。。下次还得入住，把免费的梳子拿回家。。哈哈哈哈哈。。。地理位置不好，很安静，还算比较好叫出租车，但是周边餐饮基本没有，在一楼餐厅吃了碗西红柿鸡蛋面。。。还不错。。
洗发水,0,非常不满意，购买时有赠品，收到货后根本就没有，最不满意的一次购物，而且客户一直在辩解，你们怎么不想想消费者
酒店,1,我是端午节去的，价格合理，环境不错，酒店比较新，房间也比较大，只是空调有所欠缺，老是打不足。餐厅环境可以，菜的味道也不错，特别是有一个厨师烧的螺丝，味道特别好，我们吃完又加点了一份，大家争着吃。湿地是一个空气新鲜、环境安静，适合休闲度假的好去处。有空值得晃晃，交通也比较方便。
平板,1,用了很不错，企业京东服务很给力，平板很好用。
蒙牛,0,让蒙牛去死吧
衣服,1,很满意，面料很舒服，衣服不错的，很好
书籍,1,这是给女儿买的第二套3-4岁的贴纸了。女儿很喜欢贴纸，差不多一天就贴完一本，三四天时间就贴完了三本。看女儿很有兴趣的样子，就又买了一套。真的是很不错的一套贴纸书，两三岁的孩子都比较适合贴这套贴纸的。
平板,0,差评，谁买谁后悔。根本就没法用。卡的你心慌。我就当扔了。说了给发票，箱子打开就一个盒子，啥发票都没看到，退货还要扣300块钱发票钱，我去。坑太深了。建议大家别买。买了马上后悔……
洗发水,1,适量挺好的，洗头挺舒服的，效果应该是长期使用会好些吧
衣服,1,穿上很舒服 大小合适 面料不错料不错
水果,1,第一次买鲜果，自营的还是有保障的，果鲜多汁，甜酸适中，爽口好吃。
书籍,1,请问：有些字打错了，我怎么样才可以回去编辑一下啊？
平板,1,下大雨，快递小哥一样风雨无阻，东西也很漂亮，京东还是一无既往的值得信赖
酒店,1,刚从东莞回来，我觉得那里虽然有点偏，旁边不是很繁华，但是总体来说酒店还是可以的，房间很大，床也很大，酒店的海鲜虽然有点贵但是味道很不错。
手机,0,电池不耐用，才买不久就出现这样的问题！性能太差阿~~
水果,0,苹果不敢恭维，真的不咋的，一颗星是给快递小哥的！苹果个头也太小了吧！
手机,1,可以录音六分钟。也好操作，可以当一个录音笔用了。
酒店,1,去了该酒店几次，感觉都不错。特别是现在还有洗衣免费及赠送中午自助餐的活动，感觉是实惠。另外，总台的几个MM也长的不错哦。
酒店,1,非常好的一家酒店!房间特别棒!很喜欢!老美都说是NICE HOTEL.下次来就这家了!宾馆反馈 2008年4月14日 ： 您的满意是我们最大的追求，期待着您的再来光临！
酒店,1,"游泳池在装修，没有事先通知，这点很不好,否则我就不订了"
水果,1,苹果还是比较新鲜的，个头比较小，我比较喜欢小的，一天可以不同时间段吃两三个
水果,1,苹果一般，挺小的，比较脆，酸甜口的
洗发水,0,一块买的都撒了，本来想换货的想想麻烦只能差评
衣服,0,不咋的，质量太差了
书籍,0,此书我觉得我个人不是特别喜欢，所有的内容太过虚幻了。
衣服,0,好掉色，全身都黑了，第一次穿
计算机,1,价格合适，质量好，作为商务用挺好的。外观看起来也很气质，耐看~哈哈
洗发水,1,沙宣洗发水一直都在用，比在超市买的便宜多了，还送了旅行套装
水果,1,第二次购买了，质量一如既往，送货及时
水果,0,很差的一次购物，三个火龙果中有一个是烂的！
书籍,0,后悔买了一套，叙述得象流水帐，没有亮点，如果想看的话在网上看就行了，收藏简直没有必要。
平板,1,不叫不错
计算机,1,"键盘区较大--好用. 没什么用的触摸板改小了---好. 音质好,屏幕超亮. 刻录速度快.发热不大. 东芝软件不错."
水果,1,品质不错，口感挺好，价格实惠，发货快捷。
衣服,0,东西真心不咋地，穿上真心显老气，质量也不好。客服真是不知道改怎么说，发信息问它物流信息都不回。很慢，物流一个星期差不多才到，真心对京东失望，以后都不会再上京东买东西了
平板,1,非常好很喜欢，物有所值啊 第三次买了
平板,1,3次购买了，不错
水果,1,这个苹果比较爽口，嗯也不酸，就是甜中稍微带一点点酸吧，老婆干比较爽脆，反正这个价格还是不错的。嗯，在这种季节应该都是冰库里的吧。
衣服,1,裤子还行就是腰围不高穿着还行停好颜色不如图片好看还行吧
蒙牛,0,白酒都有塑化劑嗎因為 现在的人大代表是白酒喝多了还是蒙牛喝多了？怎么说话都不像正常人的？这样的人还不是少数。。真是千年等一肥。。
蒙牛,0,对蒙牛和部分国产牛奶厂家，很无语。
洗发水,1,没用过樱花的，试试，价格是商场的一半！之前在京东超市买绿色包装的那款不错。买两瓶大的送3瓶试用装好划算。
计算机,0,屏幕上有点点瑕疵～～～散热稍微有些欠缺～USB接口只有2个，没有上面标注的3个～～
水果,1,这款苹果性价比高，苹果好香好好吃，已经是第二次购买，每次都是两箱哦。虽然常年不在父母身边，也可以随时送上鲜果，京东赞一个
水果,1,第一次下单买生鲜水果，高温天气还在犹豫买回来该会是烂的，昨天下单今天收货，开箱后居然全部好新鲜还有冷藏后的小水珠。京东值得信懒！感谢快递哥辛苦了！
书籍,1,这是一本装订精美，质量很好的书。书中64个例子，从不同的方面诠释了“编程之美”，游戏的乐趣，数字的魅力，数字的乐趣，结构之美，这样的四个部分，最让我感觉到印象深刻的是游戏乐趣。 但是编程，这本书中一直在寻找更好的算法，更高效率，更好的时间和空间性能。作者会问，最简单，最容易想到的方法是什么，有没有更好的方法?
水果,0,外表光鲜去皮后原形毕露。换货申请两天没回复。
计算机,0,附带的光盘只有vista驱动，装xp要去官网下，第一次分区居然硬盘出错，只能xp安装，不能用ghost，触控板区域温度较高，不知道是不是硬盘发热还是独立显卡发热。
洗发水,0,货不对板，赠品都没有送，投诉没人理
水果,0,之前买过一次 特别好！所以才又来买 可是呀 万万没想到 发过来的竟然是这样！！！恶心人嘛这不是！
水果,1,第一次上京东买鲜活不错，喜欢物流快服务好，喜欢吃了下次再来。
衣服,1,颜色很正，质量很好，面料很舒服，夏天也不会觉得很热，洗了也不掉色。
计算机,1,外观不错，散热其实还好，玩实况的时候也没有我原来的戴尔热。 各种触摸键和指示灯很美观，日系电器的典型设计特点。 性价比也不错
酒店,1,万豪旗下的酒店，管理不错。酒店环境也很好。
平板,0,真J8坑东西不送就算了，隔天就降了两百，呵呵能说什么？
计算机,0,没有XP  用起来很不方便的  自己装很麻烦   驱动程序还要自己下
水果,1,买了一大堆水果，每一个多是独立包装的，包装的非常好，又新鲜，快递服务更是棒棒的，
平板,1,大小合适，运行速度快，功能强大满意。
水果,1,到货了还没打开纸箱都闻到香味了，检查了一下都是好的，还是冰凉冰凉的估计刚从冷库拿出来的，很满意
平板,0,屏幕显示模糊有重影
洗发水,0,东西不错，物流太差，购物心情很不愉快。
洗发水,1,好，618爆仓了，这次物流稍微有点慢。东西还可以，我的也没有送吹风机。同问(??  ??)，有的话记得给我补发
洗发水,0,破旧的包装，大家看看吧，连个袋子都没有，里面和狗坑了一样
水果,0,货不对板，又老又小的苹果，跟广告页面完全不符，大家不要买，别上当了！
手机,1,机子不大不小，我用很合适；外屏幕小了点，但是看来电号码还是够用，很方便；自动开关机功能我很喜欢，很实用的功能；这机子的反应速度也不错；总体说不错
平板,1,京东快递，真不是吹得。。。第二天就用上了。
平板,0,给别人买的，价格还可以。给1分是不给纸质发票，客服说默认电子发票，问可不可以补就不回话，京东的客服从不解决问题，只会绕，默认电子发票是我默认了？
水果,0,苹果味道甜，脆好吃。会继续关注!很遗撼有一个坏心苹果，有照片。
酒店,0,酒店估计是国营的、很牛逼！八点多去餐厅吃饭，服务员告诉我点面条或炒饭、因为他们要下班了……看看菜单没有一分钟就催我如果十分钟点不好，就别点了、因为厨房下班了……这屄女人是急着要xx么？前台接待根本没有礼貌、一边搞手机一边登记。无疑这是靠政府奶子发财的、点评毛用？
水果,1,苹果很好，大小合适、脆而甜。包装好、快递小哥特给力，昨晚睡前订购的，今天上午不到11点就收到了。大热天，你们辛苦了???
洗发水,1,还没有用哪，也不知道好用吗？
洗发水,0,京东，你想咋滴，怎么缺一个盖子，你让我怎么带
酒店,1,酒店有点旧，但是房间本身很干净。服务很好。早餐30元，东西还是挺多的，值得去吃。相对来说，酒店一楼餐厅80多元的晚饭就一般了一点。不好吃也不难吃，就那么回事情。
水果,0,多次购买，很难相信有这幺小的，太迷你了
衣服,0,前两张图片跟后边的不一样了，东西跟图片严重不符，千万别买了太**坑了
衣服,0,裤子还算可以，就是服务太差，多次联系不送货。
水果,0,经过等待，京东多天采购回来的苹果有两个坏了，不满意
平板,1,很不错，比想象中的要好！
水果,0,简直是太坑人了，一点都不值这个价，一点都不新鲜，都坏了，又小，
酒店,1,"非常喜欢夜上海的美景,尤其是流光十色的外滩夜景!上海曼哈顿商务酒店具外滩只有数百米,哈哈,真是意想不到的一转身就能饱览全上海最美的地方,一回头就能融入最繁华的南京路!"
酒店,0,没想到东苑房间这么差？！真是未评星。我定的房间进门要抬腿，脚下是台阶，进门马上上台阶，去卫生间要下台阶。卫生间高度居矮。好在只住一天。房间钥匙第二天早上就开不开门了，维修人员说锁没电了？早餐品种还是不少，比起以前还是差了。楼道墙上贴了不少饭店老板跟XXX 军队领导照的像，都啥年月了，还弄这个？军队没发票，只有收据？延安饭店不受上海税务局管辖吗？
平板,0,屏幕有坏点，客服不理人，垃圾
衣服,0,裤子真差之人，只能用来插脚。
平板,0,一分价钱一分货，太卡了，抵不到别的品牌三百多的，建议买好的吧
衣服,1,裤子质量很不错，给弟弟买的，他很喜欢，而且比店里边的便宜。下次还会再买的
洗发水,0,洗完头皮痒，而且头屑特别多，非常不好
洗发水,1,发货速度快，包装挺好的，品质好，产品不错，好评！
酒店,0,房间很小，叫什么港式房间，另一种是不可以上网的，现在还有不能上网的宾馆？！早餐还可以。门市价260，我们订的248，呵呵，现在好像改了。性价比太差，哪里是三星的标准啊
洗发水,1,一直都用清扬的，京东商城没有假货，天天在买东西，快递小哥都认识我了，我在奶茶店上班，他亲切的叫我*
水果,1,这是京东送的货，潘石屹弄的他们甘肃的苹果，凑合着吃
水果,1,非常好的果子，快递员也非常负责，给京东点赞
平板,0,没带耳机啊 怎么那么坑，其他的还行
水果,1,大小还不错，而且挺脆的，就是太甜了点
水果,1,第三件。还有啥说的，自然，纯正，继续自营。这次又买了一件梨，也是自营，有图。明早吃。
水果,1,苹果没有一个烂的，送货快，从冷库出来的货，比较新鲜，少数几个有轻微碰伤，还不错，好评！
书籍,0,由于要买的书在当当和卓越都不全，所以2008-6-1 12:23同时在两个网站下单，卓越的半天就审核发货了，当当的两天后看订单状态还是等待审核。2008-06-04 9:30，当卓越的书已经收到的时候，当当还在等待审核。又用了整整一天配货，显示发货时间是2008-06-04 13:37。心想可能是配货审核的时间慢，到货应该快（快递到济南市区2-3天）。可现在已经是2008-06-09 11:40了，书还不知道在哪儿呢，刚才打电话400-711-6699，想问问啥时候能到。等了两分钟，接通后说听不到我声音，接着就挂线了！！气愤！！！！当当，第一次从你这儿买书，太让人失望了。
手机,0,"塑料壳子易坏(本人的已坏:)电池待机时间从没有超过1天在购买半年后待机时间别想超过半天没有红外就算了数据传输到现在实验过3太电脑就没有一次成功的总说""确认连接""哎放弃ING~"
平板,1,外观工艺不错！手感佳！播放清晰度也不错！音质赞！
酒店,0,5月1日入住，其他地方没房间，定了锦地星座的特惠标准间，check in 的时候被告知升级到高级标准间，心里一阵暗喜，没想到经过一段乱糟糟的路（好像是厨房的外面）后，到了1号楼，进了房间更加失望，床小不说，还什么都没有，设施陈旧，马路上汽车的噪音更是让人难以忍受，洗个澡水流一地，哎，下次还不如去住个连锁商务酒店，同等的条件价钱最多只有2/3。
酒店,0,床单看起来很脏，价格很贵
酒店,0,"我是5月初在携程上预定该酒店1间标间加床的，预定价格为320＋100。5月13日早上入住时被告知无房间，要等中午才有房间，我询问是标间还是三人间时，小姐很不耐烦地表示会为我们优先准备三人间。中午回到酒店，前台小姐说标间还没有打扫完，所以推荐我们改为三人间，当我询问价格时，小姐先是模糊地说跟标间加床后的价格差不多，后来又笼统地说四百多，最后在我一直要求下才很不耐烦地查看了下电脑后报价420,于是入住。14日的自助早饭比较丰盛，服务员的态度也比较好，但是到15日却大不一样了，稀饭是冷的，豆浆没有了却不见有服务员添加，品种也少了许多，服务员聚在一起开心地聊天，根本不去理会客人有什么需要。（15日离店时在酒店门口赫然发现“庆祝南平市首届科技成果交易会5月13日胜利召开”，于是恍然大悟。）15日上午结帐，刷卡时突然发现金额是每天470元，于是询问前台，被告知三人间就是这个价格，在我一再坚持下，前台打电话给13日早上当班的服务员，没想到那位小姐居然改口说13日入住时给我们的价格就是四百多。我当时就说这并不是钱多少的问题，而是商家诚信的问题。不知道各位看客是什么感觉，但是就我个人来说，是再也不会去武夷山了，即使去了，我再也不会住在这样一个没有基本诚信的酒店，忍受每天晚上小姐的准时骚扰了。"
酒店,1,服务员态度等都不错，如果有定餐送餐服务就更完美了！
洗发水,1,一直用潘婷的洗发护法产品很不错
平板,0,真是真* *，开始买回来就有点卡，以为是新机有点不适应，这才用了多久，平时除了看视频基本就没有用，最近下了个* *，上个* *直接能把你卡吐，一直说应用没有反应，真是真恶心，一星都不应该给，真是大* *
计算机,1,1、配置强大，基本算是顶级配置了。 2、做工精良，工艺不错。 3、屏幕、显卡和内存都是用的最新一代的技术。 4、小音箱效果很好
洗发水,1,物美价镰，活动价买的，非常给力，包装挺细心的。京东白自营，送货神速。
酒店,1,开始住的六层的房子不是特别好，后来调到10层后房间不错。大小合适，虽然价格比较贵，但是4星级还是可以的。
衣服,1,裤子穿着很舒服，很合身，而且不褪色，男士裤子这个价格买这种裤子，很值了！不错哦~
水果,1,很好，很新鲜，也很脆，收到货立刻吃了一个，很好吃
平板,1,京东小哥辛苦 晚上快九点才把货送到 天还下着大雨 试用了 东西不错很好！就是没见过这么包装的 没有发票
平板,0,摔了一次屏幕就碎了。而且之前的降价也不是真的的，说是限时降价，其实就是899.
衣服,1,衣服已收到，质量不错，不掉色，穿着舒服合体，价格合理，物流发货很快，卖家服务态度很好。
洗发水,1,当时搞活动买的，很实惠，而且品质也没有打折，大品牌，值得信赖！话说旅行装好实用！点赞
热水器,1,还不错经济实惠
酒店,1,"房间还是比较舒适的,酒店服务良好,大厅明亮整洁"
书籍,1,确实名不虚传，文章情境的描写入木三分，有令人身临其境之感，白天看也忍不住头皮发麻，背后发凉，总感觉有人站在后面，疑神疑鬼不敢回头。不得不说女性作家在设置环境的功夫上确实比较细腻，悬念巧妙，能抓住人心最好奇又最害怕的那一点，让人在紧张刺激，呼吸沉重之余又忍不住往一口气往下读，知道真相浮出水面。但认为结局还是有些牵强的部分，感觉在影视剧中才会出现的情节，与现实生活比较远，所以在知道真相的时候没有一种恍然大悟的舒爽，就像坐在电视机前看着别人表演，结尾缺少令人回味的感觉。在人物上对古小烟性格的塑造比较成功，其他人显得不够饱满。除了吴子树还能稍微令人饶有兴趣之外，其他人皆比较苍白。特别是主人公罗天，不知道在后面古小烟系列中他还会有如何的发挥，但在这集中没感觉到他出来是做什么用的。虽然反复用了“冷漠，英俊”这些吸引人的词汇，但在情节中没感觉他的各方面突出能力。很多事情喜欢凭自己判断，后面的推理也是莫名其妙得出结论，没有证据，而且与案中人接触过密，还把案子情节透露给案中人。。这些，符合逻辑？而且最后写到古小烟与他的感情更是来得突然，完全没有过渡，有点生硬。总之不是很喜欢罗天这个角色，希望后面第N季里如果还会出现罗天的话，这个人物能更饱满些。总之这本书总体还是不错，当作故事来看还是很过瘾的。
酒店,1,"很好的酒店,广交会期间价格也合理.早餐很好.网络一般,但是就是无法发邮件,据说是被电讯控制上传,莫名其妙.和酒店反映情况,态度很好就是不解决问题.对商务客人来说是致命的....."
平板,1,物流蛮快，快递哥服务态度好。内存太小
平板,1,新的反应非常快，用一段时间稍微有点卡，这个价位的已经可以了
蒙牛,0,强烈关注 强烈谴责 蒙牛就是一坨屎 一辈子也不会喝蒙牛一滴奶!
计算机,0,装XP系统很不好装，可以用深度的SP3 6.2版本，我用的9.0版本的OK BIOS里面无法关闭SATA设备，所以装XP的时候要集成sata驱动的。
酒店,0,一个字：差！招待所的水平，地毯很葬，卫生间很陈旧。补充点评 2007年9月12日 ： 离三孔有一段距离，有停车位。号称其装修和布置是儒家风格，但本人无论如何也没有看出来。据说曲阜的宾馆都是如此水平。
酒店,0,服务超级差，提前预定的酒店，也在网上付了钱，服务员还打电话通知不管是否入住，这钱是不退的，坐的夜里飞机，凌晨两点到达酒店，前台竟说没房！没房！这是什么服务水平？又给联系了远处的酒店，打乱了第二天的行程安排，差评，差评！酒店从头到尾都需要管理，言而无信
计算机,1,电池的确耐用，整体做工也还不错。运行速度也尚能接受。机器是两年的全球联保，这个还是不错的。
洗发水,0,差评，绝对差评，电话也不打，货放哪也不知道，收货人没见货就敢签收
平板,1,用起来还可以.目前没有什么问题 打游戏看电影效果很好。
水果,1,哈哈?没称，感觉可以一箱十二个，挺大个的，马上晒图。早上七点下单，下午六点就到厂了，非常给力的快递大哥。马上晒图啦啦啦啦
平板,1,平板很好 系统流畅 一直回购
衣服,0,垃圾二字都不足以描述我的心情！退都懒得退
衣服,1,裤子上身效果很好，摸着质量也还不错，穿着舒服的话还会再来
酒店,0,过站酒店 房间卫生设施陈旧 不佳。仅仅限于过境短暂停留
洗发水,1,收到了还没有用，味道闻起来还可以的，不知道效果如何，以前用海飞丝的
水果,0,第一次遇到这样的情况，打开后一箱12只居然少了一只，仔细检查原来纸箱两边有撕裂的痕迹，包装简单，只是在中间贴了一条胶带。是否应该缺一罚十啊
酒店,1,比较满意，房间很干净，不过卫生间的水龙头有漏水现象。还有点遗憾的是前台接待有个女（30多的样子）的态度一般，不知道是不是那天客人比较多的缘故。
衣服,1,买给男朋友的，质量很好，穿上很好看
酒店,0,前台服务极其恶劣 服务太差
酒店,0,下次绝对不住！设施简陋，隔音差不说给了间公共洗手间旁边的房间，半夜饱受巨大的水管噪音折磨早上找他们干涉，个个装傻，推说值班经理不在，未果严重鄙视他们对客户不负责任的行为！补充点评 2008年1月2日 ： 忘了说一下，住的是336的酒店标准间
水果,0,来，告诉我这是什么情况，还有坏的？臭的？告诉我哪个够75mm的了？良心商家？
酒店,0,宾馆的周边环境比较好，只是隔墙有个大型公交停车场，有点吵。可能这宾馆有很多长租的客人，很多房间的门上都粘了纸信箱，感觉有点怪怪的。房间的装修很旧，没有连锁宾馆的干净。卫生间洗澡房地上的去水堵的很严重。总的来说对这宾馆的印象不太好。
水果,1,果子个头刚刚好，新鲜，准时送达
水果,0,苹果很小，没有一点甜味，我怀疑买到了假苹果，差评！??????
平板,1,收到当天拆开京东塑料包装袋后，映入眼帘的就是外包装盒脏，手印多的蓝色盒子，第一感觉就是二次销售的机器。两边封条更无华为标识，只是两个透明封条，这不符合华为手机外包装盒封包规矩。打开盒子，拆开感觉也不像原厂的主机透明塑料袋，发现屏幕表面并不是很干净，与自己以前用酒精棉球擦拭屏幕后留下的痕迹很相似…，不感慨了，退货吧。好久没京东购物了，一次为数不多的不愉快的京东购物。
洗发水,0,护发素瓶子就是坏的 压嘴根本拧不开 差评！洗了有头皮屑。快递小哥服务很好，一万个赞
平板,0,昨天到货*，欺骗消费者
书籍,0,很时尚风趣的文风，有谈笑间樯橹灰飞烟灭的气势，虽然只看完了第一部，但爱不释手的感觉已经越来越强烈。
洗发水,1,洗发水很香，洗头去了一点好多沫子，价钱很实惠，值得拥有
书籍,1,从爱生忧患，从爱生怖畏；离爱无忧患，何处有怖畏？是故莫爱着，爱别离为苦。若无爱与憎，彼即无羁缚。
蒙牛,1,来蒙牛酸酸乳音乐风云榜撒~~~好近~~~哈哈哈
酒店,1,去了很多次了， 管理依然一般， 硬件虽好也开始陈旧了， 最大的优势就是价格， 可别丢了
洗发水,1,清扬洗发水就是好，用了几天，效果果然挺好的。
洗发水,1,东西已收到，还未用，希望有好的效果
书籍,1,"喜欢吴小波的文字,带着新闻人特有的冷静,如针线般密密地将这些历史织补到一起。看着这本书，我的脑海里却全是激荡三十年，成也英雄，败亦人杰。10个案例里，无一例外地充满了冒险家的气息和敢为人先的豪迈，正是为他人所不敢为，他们成功了，却又因为各种原因（企业扩张的原始冲动占多）迅速陨落，怎不让人叹息。这是个传奇的年代，无法评说它的颜色，只知道色彩绚烂之极，原来竟在消逝前那一刻。"
计算机,0,1.硬盘速度太慢 2.整机性能一般，多开几个QQ，再开视频就卡的厉害 3.触摸屏下的按键很硬，使用很不方便 4.发热厉害，机子底部明显发烫 5.散热风扇声音比较大，特别是晚上安静的时候明显
洗发水,0,对京东越来越失望了 包装都没有 盒子压扁了以前东西到了会有电话通知 现在也没有了 而且还多了运费 以前是没有的
计算机,0,1、不是XP系统，换XP没驱动！ 2、USB设计不合理！ 3、硬盘分区不好。
